Indicator,Data Source,PUBLISH STATES,Year,iden,WHO region,Country,Beverage Types,Display Value,Numeric,High,Comments
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DZA,Africa,Algeria,Spirits,0.03,0.03,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DZA,Africa,Algeria,Wine,0.25,0.25,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DZA,Africa,Algeria,All types,0.46,0.46,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DZA,Africa,Algeria,Beer,0.2,0.2,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DZA,Africa,Algeria,Spirits,0.02,0.02,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DZA,Africa,Algeria,Wine,0.23,0.23,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DZA,Africa,Algeria,All types,0.5,0.5,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DZA,Africa,Algeria,Beer,0.2,0.2,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DZA,Africa,Algeria,Spirits,0.04,0.04,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DZA,Africa,Algeria,Wine,0.28,0.28,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DZA,Africa,Algeria,All types,0.45,0.45,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DZA,Africa,Algeria,Beer,0.17,0.17,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DZA,Africa,Algeria,Spirits,0.04,0.04,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DZA,Africa,Algeria,Wine,0.23,0.23,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DZA,Africa,Algeria,All types,0.56,0.56,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DZA,Africa,Algeria,Beer,0.2,0.2,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DZA,Africa,Algeria,Spirits,0.06,0.06,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DZA,Africa,Algeria,Wine,0.3,0.3,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DZA,Africa,Algeria,All types,0.66,0.66,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DZA,Africa,Algeria,Beer,0.22,0.22,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DZA,Africa,Algeria,Spirits,0.07,0.07,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DZA,Africa,Algeria,Wine,0.36,0.36,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DZA,Africa,Algeria,All types,0.53,0.53,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DZA,Africa,Algeria,Beer,0.25,0.25,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DZA,Africa,Algeria,Other alcoholic beverages,0,0,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DZA,Africa,Algeria,Spirits,0.1,0.1,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DZA,Africa,Algeria,Wine,0.22,0.22,DZA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AND,Europe,Andorra,All types,12.36,12.36,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AND,Europe,Andorra,Beer,3.25,3.25,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AND,Europe,Andorra,Spirits,2.76,2.76,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AND,Europe,Andorra,Wine,6.36,6.36,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AND,Europe,Andorra,All types,11.59,11.59,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AND,Europe,Andorra,Beer,3.29,3.29,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AND,Europe,Andorra,Spirits,2.18,2.18,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AND,Europe,Andorra,Wine,6.13,6.13,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AND,Europe,Andorra,All types,12.63,12.63,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AND,Europe,Andorra,Beer,3.21,3.21,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AND,Europe,Andorra,Spirits,3.15,3.15,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AND,Europe,Andorra,Wine,6.27,6.27,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,AND,Europe,Andorra,All types,12.37,12.37,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,AND,Europe,Andorra,Beer,3.38,3.38,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,AND,Europe,Andorra,Spirits,2.94,2.94,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,AND,Europe,Andorra,Wine,6.05,6.05,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,AND,Europe,Andorra,All types,12.16,12.16,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,AND,Europe,Andorra,Beer,3.37,3.37,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,AND,Europe,Andorra,Spirits,2.84,2.84,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,AND,Europe,Andorra,Wine,5.95,5.95,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,AND,Europe,Andorra,All types,12,12,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,AND,Europe,Andorra,Beer,3.64,3.64,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,AND,Europe,Andorra,Spirits,2.94,2.94,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,AND,Europe,Andorra,Wine,5.42,5.42,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,AND,Europe,Andorra,All types,11.92,11.92,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,AND,Europe,Andorra,Beer,3.78,3.78,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,AND,Europe,Andorra,Spirits,2.99,2.99,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,AND,Europe,Andorra,Wine,5.15,5.15,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,AND,Europe,Andorra,All types,11.57,11.57,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,AND,Europe,Andorra,Beer,3.7,3.7,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,AND,Europe,Andorra,Spirits,2.94,2.94,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,AND,Europe,Andorra,Wine,4.93,4.93,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,AND,Europe,Andorra,All types,11.02,11.02,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,AND,Europe,Andorra,Beer,3.56,3.56,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,AND,Europe,Andorra,Spirits,2.84,2.84,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,AND,Europe,Andorra,Wine,4.62,4.62,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,AND,Europe,Andorra,All types,10.9,10.9,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,AND,Europe,Andorra,Beer,3.59,3.59,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,AND,Europe,Andorra,Spirits,2.72,2.72,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,AND,Europe,Andorra,Wine,4.6,4.6,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,AND,Europe,Andorra,All types,10.6,10.6,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,AND,Europe,Andorra,Beer,3.54,3.54,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,AND,Europe,Andorra,Spirits,2.68,2.68,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,AND,Europe,Andorra,Wine,4.39,4.39,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,AND,Europe,Andorra,All types,10.57,10.57,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,AND,Europe,Andorra,Beer,3.27,3.27,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,AND,Europe,Andorra,Spirits,2.78,2.78,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,AND,Europe,Andorra,Wine,4.52,4.52,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,AND,Europe,Andorra,All types,10.28,10.28,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,AND,Europe,Andorra,Beer,3.26,3.26,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,AND,Europe,Andorra,Spirits,2.6,2.6,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,AND,Europe,Andorra,Wine,4.42,4.42,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,AND,Europe,Andorra,All types,9.98,9.98,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,AND,Europe,Andorra,Beer,3.1,3.1,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,AND,Europe,Andorra,Other alcoholic beverages,0,0,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,AND,Europe,Andorra,Spirits,2.59,2.59,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,AND,Europe,Andorra,Wine,4.29,4.29,AND,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AGO,Africa,Angola,All types,1.85,1.85,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AGO,Africa,Angola,Beer,1.07,1.07,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AGO,Africa,Angola,Other alcoholic beverages,0,0,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AGO,Africa,Angola,Spirits,0.38,0.38,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,AGO,Africa,Angola,Wine,0.4,0.4,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AGO,Africa,Angola,All types,2.58,2.58,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AGO,Africa,Angola,Beer,1.41,1.41,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AGO,Africa,Angola,Other alcoholic beverages,0,0,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AGO,Africa,Angola,Spirits,0.45,0.45,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,AGO,Africa,Angola,Wine,0.72,0.72,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AGO,Africa,Angola,All types,2.82,2.82,AGO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,AGO,Africa,Angola,Beer,1.56,1.56,AGO,
